,pros,contras,rates,contras_en,pros_en
331,"Boa empresa, sistema de vendas adequado, metas alcançáveis.",Horário fora do sistema regular.,"5,0",Hours outside the regular system.,"Good company, adequate sales system, achievable goals."
332,"Ótimo ambiente de trabalho,reconhecimento,pagamento em dia",Rotatividade alta pelo fato de estarem reduzindo salário,"5,0",High turnover due to the fact that they are reducing salary,"Great work environment, recognition, pay on time"
333,"Super rápida, interativa ,prática e leve","Nada contra , só tenho que agradecer","5,0","Nothing against it, I just have to say thank you","Super fast, interactive, practical and light"
334,"Diversidade, inovação, sempre por dentro da atualidade, cursos e benefícios de aprendizado","Burucracia para entrar, treinamento chato e cansativo,","5,0","Bureaucracy to enter, boring and tiring training,","Diversity, innovation, always up to date, courses and learning benefits"
335,"Licença parental universal
Ambiente desafiador e de crescimento
Remuneração e benefícios competitivos
Autonomia para atuar
Excelente clima organizacional
Cultura forte","Pouco organizada e sem processos bem definidos
Ritmo ""acelerado""
Mudanças constantes de direção e prioridades no dia a dia","5,0","Little organized and without well-defined processes
""Accelerated"" pace
Constant changes in direction and priorities on a day-to-day basis","universal parental leave
Challenging and growth environment
Competitive compensation and benefits
Autonomy to act
Excellent organizational climate
strong culture"
336,"Possui auxílio alimentação, auxílio refeição, plano de saúde e dental. Também tem licença parental, o que muda totalmente a ideia da liderança com relação as mulheres",No regime de homeoffice a gerência não sabe trabalhar assíncrona.,"4,0","In the home office regime, management does not know how to work asynchronously.","It has food allowance, meal allowance, health and dental plan. There is also parental leave, which completely changes the leadership's idea of ​​women."
337,"Pagamento em dia, processos bem organizados","Salário, Sobrecarga, pouca oportunidade de crescimento","1,0","Salary, Overload, little opportunity for growth","Payment on time, well-organized processes"
338,"Ambiente que proporciona crescimento profissional e pessoal;
Time colaborativo;
Há envolvimento com muitas áreas;
Visibilidade de trabalho;
Grande troca de conhecimentos;",Há inúmeras metas a serem atingidas; pressão de diferentes diretorias,"5,0",There are numerous goals to be achieved; pressure from different boards,"Environment that provides professional and personal growth;
Collaborative team;
There is involvement with many areas;
Job visibility;
Great exchange of knowledge;"
339,"Ótima, alinhada , comprometida, preocupado.",Não tem nenhum contra no momento.,"5,0",There are no cons at the moment.,"Great, aligned, committed, concerned."
340,"Respeito, remuneração, benéficos, segurança, plano de carreira",não tenho do que reclamar,"5,0",I have nothing to complain about,"Respect, compensation, benefits, security, career plan"
341,"Empresa ótima, bons benefícios, clima de ambiente agradável e grande valorização de vendas.","Nada ao ponto de ver, sempre tudo era de forma muito boa","5,0","Nothing to the point of seeing, everything was always in very good shape","Great company, good benefits, nice atmosphere and great sales appreciation."
342,Otimo pacote de benefícios e demais,Poderia ser melhor o salário,"4,0",Salary could be better,Great benefits package and more
343,Saúde financeira boa da empresa,"No próprio RH (área de saúde) a prática é muito diferente da teoria, equipe doente - saúde emocional zero, gestores mal preparados adoecendo a equipe. Ambiente estressante e doentio.","1,0","In HR itself (health area) practice is very different from theory, sick team - zero emotional health, poorly prepared managers making the team sick. Stressful and unhealthy environment.",Good financial health of the company
344,Bons benefícios e trabalho home office,"Existem muitos funcionários que amam a empresa e fazem entregas impecáveis, porém, nunca são visto com olhar de crescimento pela liderança, que sempre prioriza indicações de fora de pessoas de poder dentro do grupo, é lamentável.","3,0","There are many employees who love the company and make impeccable deliveries, however, they are never seen with a view of growth by the leadership, which always prioritizes outside indications of people of power within the group, it is regrettable.",Good benefits and work from home
345,"Beneficicos, local de trabaho, clientes otimos",Não tenho nada do que reclamar,"5,0",I have nothing to complain about,"Benefits, workplace, great customers"
346,"- Salário e benefícios compatível com o mercado
- Razoáveis oportunidades de crescimento (desde que sejam buscadas por conta própria)","- Alguns dos valores da empresa não são aplicados na prática
- Gestores da área previlegiavam somente aqueles que seguiam suas regras (descordou, fora!)
- RH favorece apenas as relações com gestores
- Infelizmente assumi a posição certa na área errada","4,0","- Some of the company's values ​​are not applied in practice
- Area managers privileged only those who followed their rules (disagreed, out!)
- HR only favors relationships with managers
- Unfortunately I took the right position in the wrong area","- Salary and benefits commensurate with the market
- Reasonable growth opportunities (as long as they are pursued on their own)"
347,"HORÁRIO, LOCAL DE TRABALHO, AMBIENTE","salario baixo , beneficio ruim","1,0","low pay, bad benefits","HOURS, WORKPLACE, ENVIRONMENT"
348,"Organizada;
Ótimo ambiente;
Produtos bons de giro.",O maior problema são as pessoas que administram a praça.,"5,0",The biggest problem is the people who run the square.,"Organized;
Great environment;
Rotating good products."
349,"Empresa grande, ambiente estável, boa cultura e preocupação real com os funcionários","Muita burocracia pra tudo, politicagem","4,0","Too much bureaucracy for everything, politics","Big company, stable environment, good culture and real concern for employees"
350,Muito bom trabalhar no Boticário,"Muito longe, preciso pegar ônibus","5,0","Too far, I need to take a bus",Very nice to work at Boticário
351,"Uma empresa sensacional para trabalhar, beneficios excelentes, clima organizacional maravilhoso.",Nenhum argumento contra para a empresa.,"5,0",No arguments against the company.,"A sensational company to work for, excellent benefits, wonderful organizational climate."
352,Pacote remuneração e cuidado com as pessoas,Garantir a evolução e a competitividade,"5,0",Ensuring evolution and competitiveness,Compensation and people care package
