,pros,contras,rates,contras_en,pros_en
591,"existem alguns ""benefícios"", alimentação grátis, horários flexíveis.",localização perigosa. ambiente de trabalho amador.,"3,0",dangerous location. amateur work environment.,"there are some ""perks"", free food, flexible hours."
592,Uma ótima empresa para quem quer ingressar no mercado de trabalho.,A empresa não aproveita os profissionais que já estão na empresa,"4,0",The company does not take advantage of professionals who are already in the company,A great company for anyone looking to enter the job market.
593,"pessoas boas, esforçadas, é que se dedicam muito para entregar resultado","atrasos de pagamento, atrasos de fgts, sem contar que pediam para você fazer serviço dos outros para receber pouco de salário","3,0","payment delays, fgts delays, not to mention that they asked you to do other people's work to receive little salary","good, hard-working people who dedicate themselves a lot to deliver results"
594,Respeito aos horários e normas de segurança,Falta de perspectiva de crescimento,"4,0",Lack of growth prospects,Respect for schedules and safety rules
595,"Oportunidade de crescimento
Salário em dia
Ambiente agradável","Baixos salários 
desorganizado
Sem planejamento
Microondas não funciona","2,0","low wages
unorganized
without planning
Microwave doesn't work","growth opportunity
Salary up to date
Pleasant environment"
596,"Empresa organizada, honesta e com ótimo plano de carreira",Café grátis seria perfeito rsrs,"5,0",Free coffee would be perfect lol,"Organized, honest company with great career plan"
597,"1- 6h:20m de jornada de trabalho
2- Ótimo pra primeiro emprego e estudar.
3- Depois que estudar, saia da empresa, é um dos prós.","1- Estresse contínuo, causando problemas e doenças.
2- Gestão horrível, perdida, RH perdido, não sabem administrar a empresa, e por isso vem pagando tudo separado, sem organização nenhuma, todo mês é uma surpresa com o salário, benefícios e etc...
3- Metas inalcançáveis.
4- Ambição de ligações, não tem estrutura para que todos façam hora extra pra ajudar e acabam pagando multa e culpando operadores.
5-Não tem oportunidade de crescer na empresa e quando abrem vaga é praticamente pra ""mostrar"" que tem crescimento, mas é apenas 2 vagas em setores administrativos e quem consegue essas vagas já são pessoas previamente escolhidas por debaixo dos panos...
6- Não demitem ninguém, só se for na justa causa, caso eles consigam ir prejudicando alguém de pouco a pouco com medidas que não deveriam existir .
7- Falsa aparência de boa empresa.","2,0","1- Continual stress, causing problems and illnesses.
2- Horrible, lost management, lost HR, they don't know how to manage the company, and that's why they've been paying everything separately, without any organization, every month is a surprise with the salary, benefits, etc...
3- Unreachable goals.
4- Ambition of calls, there is no structure for everyone to work overtime to help and end up paying fines and blaming operators.
5-There is no opportunity to grow in the company and when a vacancy opens up it is practically to ""show"" that there is growth, but there are only 2 vacancies in administrative sectors and those who get these vacancies are already chosen in advance under the cloth...
6- They don't fire anyone, only if it's for just cause, in case they manage to harm someone little by little with measures that shouldn't exist.
7- False appearance of a good company.","1- 6h:20m working day
2- Great for first job and study.
3- After you study, leave the company, it's one of the pros."
598,"oferece crescimento, aprendizado , cursos,",nao ha aumento de salarios,"3,0",no salary increase,"offers growth, learning, courses,"
599,O horario era bom 6 horas po dia,Muitas ligações tma muito baixo tinha q ser robotizado,"3,0","Many connections were very low, it had to be robotized",The schedule is good 6 hours a day
600,Renda variável além da fixa,"Metas agressivas, Cobranças desleais, Desgaste mental","3,0","Aggressive targets, Unfair charges, Mental exhaustion",Variable income in addition to fixed income
601,"Aprendi muito, cresci como profissional.","Foi meu primeiro trabalho, tinha algumas pessoas incompententes","5,0","It was my first job, there were some incompetent people","I learned a lot, grew as a professional."
602,"Se é seu primeiro emprego assim como foi o meu o bom é que você consegue ter noção das coisas e é uma experiencia caso contrário melhor procurar outro.
Você acaba conhecendo bastante pessoa legais isso ajuda.","Os contras é o salário eles atrasa, a condução é todo picada tem dia que paga 2 dias e uma ida ou 3 dias e uma ida ou só a ida ou seja você não sabe direito o que recebe a gestão também uma bagunça e tem uma pressão desnecessária até porque era receptivo mas acaba tendo que vender.Eles também não paga feriados fica como banco de horas e você nunca pode utilizar sempre tem desculpas.","2,0","The cons are the salary, they are late, the transportation is all chopped, there are days you pay 2 days and one way or 3 days and one way or just the way, that is, you don't know exactly what you get, the management is also a mess and there is pressure unnecessary even because it was receptive but ends up having to sell. They also don't pay for holidays, it's like a bank of hours and you can never use it, there are always excuses.","If it's your first job like mine was, the good thing is that you can get a sense of things and it's an experience, otherwise it's better to look for another one.
You end up meeting a lot of nice people and that helps."
603,O que tem de melhor é o clima organizacional,Instabilidade financeira de uma empresa terceirizada,"3,0",Financial instability of an outsourced company,What's best is the organizational climate
604,"Pagamento não atrasava, tínhamos as pausas respeitadas.",Dependendo da empresa eramos precisamos a mentir para os clientes.,"3,0",Depending on the company we were we need to lie to the customers.,"Payment was not late, we had breaks respected."
605,Funcionários dispostos a ajudar entre si e o feedback faz parte da cultura da empresa.,"Baixa remuneração, ganhar responsabilidade não lhe dá um aumento, V.R. horrível.","2,0","Low pay, gaining responsibility doesn't get you a raise, V.R. horrible.",Employees willing to help each other and feedback is part of the company culture.
606,"O horário muito bom
Pessoas gentis
A localização
Domingo de folga","Instabilidade na empresa
Atrasos de passagens
Atrasos no pagamento
Mudança de setor todo mês","3,0","Instability in the company
Ticket delays
payment delays
Industry change every month","very good time
Kind people
The localization
sunday off"
607,Relugaridade nos pagamentos de salário e benefícios,Salário incompatível com o cargo,"3,0",Salary incompatible with the position,Regularity in salary and benefit payments
608,"Salário, horário, localização, rotina, locais próximos","Ambiente tóxico, benefícios ruins, falta de incentivo, fofoca, falta de empatia, falta de respeito","2,0","Toxic environment, bad benefits, lack of encouragement, gossip, lack of empathy, lack of respect","Salary, hours, location, routine, nearby places"
609,"Ganhar comissão;
Auxílio funeral;
Plano Odontológico;
Plano de saúde;
Vale transporte; 
Vale alimentação; 
Desconto nas faculdades;
Participação de lucro anual (PL);
Oportunidade de crescimento.","Problemas auditivos;
Tendinite;
Falta de controle sobre os processos e qualidades;
Alta rotatividade, sob pressão (demanda grande);
Ambiente desfavorável.","4,0","Hearing problems;
Tendinitis;
Lack of control over processes and qualities;
High turnover, under pressure (big demand);
Unfavorable environment.","earn commission;
Funeral assistance;
Dental Plan;
Health insurance;
Transportation vouchers;
Food allowance;
College discounts;
Annual profit share (PL);
Growth opportunity."
610,Ambiente dinâmico com muitos desafios,Nada que desabone. Ótima empresa para se trabalhar,"5,0",Nothing that dissapoints. Great company to work for,Dynamic environment with many challenges
611,"pagamento em dia
bom local de trabalho
ambiente tranquilo
espaço bem arejado","sem possibilidade de crescimento
as vezes ar condicionado nao ligava","4,0","no possibility of growth
sometimes air conditioning did not turn on","Payment on day
good workplace
peaceful environment
well ventilated space"
